Month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,7496.03,8534.07,9352.98,12226.9,26027,33297.5,10685,7000.69,7447.2,8019.9,8411.91,7252.86
,7502.22,8536.22,9361.62,12228.8,26028,33333.3,10686.1,7003.29,7448.16,8020.1,8413.37,7256.14
,7507.65,8537.62,9371.69,12250.3,26049.6,33372.8,10717.1,7005.15,7449.95,8021.98,8415.2,7264.5
,7513.69,8542.23,9372.21,12255.6,26129.7,33412.4,10727.2,7005.93,7452.52,8025.72,8429.18,7277.56
,7519.61,8543.37,9377.67,12267.1,26136.3,33429.8,10776,7016.81,7458.84,8026.17,8434.11,7278.28
,7523.37,8544.02,9378.29,12268.6,26200.8,33469.7,10799.4,7019.15,7459.16,8033.43,8434.29,7287.94
,7534.81,8546.39,9378.51,12269,26208.9,33589.1,10799.7,7032.38,7479.38,8034.35,8434.49,7295.15
,7543.92,8557,9381.53,12270.2,26211,33670.1,10800.3,7045.06,7489.66,8035.31,8437.08,7299.87
,7544.1,8559.53,9392.14,12276.2,26287.9,33835.3,10829.6,7060.35,7495.28,8044.24,8440.3,7304.98
,7550.65,8566.56,9393.69,12284.3,26291.9,33848.1,10857,7060.66,7497.68,8049.73,8446.87,7316.56
,7555.23,8578.3,9397.63,12304.3,26297.7,33872,10881.9,7062.67,7498.08,8049.9,8453.85,7317.27
,7568.99,8579.44,9399.02,12305.7,26306,33934.7,10898.3,7068.97,7500.78,8054.18,8454.54,7325.42
,7570.56,8580.28,9404.08,12312,26317.9,33939.3,10898.5,7074.16,7501.27,8069.53,8455.07,7326.67
,7572.9,8581.59,9406.99,12326.9,26349.7,33985.3,10915.4,7074.41,7501.85,8069.87,8460.46,7343.59
,7577.1,8587.49,9407.32,12327.5,26386.5,34002.2,10925.7,7075.65,7507.71,8071.2,8462.42,7348.33
,7593.16,8603.83,9410.94,12328.2,26401.5,34005.8,10932.1,7082.54,7509.15,8075,8464.12,7350.27
,7600.91,8607.96,9414.43,12328.4,26411,34122.2,10934.8,7087.53,7513.33,8075.59,8470.46,7353.08
,7604.03,8613.23,9415.97,12336.9,26455.1,34188.6,10949.4,7088.49,7525.58,8087.03,8482.23,7353.65
,7608.76,8618.87,9422.44,12352.3,26499.6,34194,10950,7089.47,7530.28,8090.79,8487.94,7363.7
,7609.89,8627.73,9422.83,12366.5,26629.5,34207.4,10972.2,7094.55,7530.74,8090.84,8490.98,7368.86
,7610.1,8630.84,9442.45,12369.2,26640.6,34240.7,10977.5,7098.78,7545.16,8091.1,8491.7,7397.39
,7610.8,8633.37,9450.97,12380.1,26663.4,34241.1,10987.9,7099.05,7562.91,8094.03,8499.12,7423.82
,7610.86,8634.09,9452.99,12394.7,26683.6,34304.8,10994.2,7122.77,7567,8101.68,8504.07,7452.35
,7620.06,8635.04,9460.01,12399.9,26702.7,34328,11005.5,7126.18,7568.23,8109.02,8513.09,7454.27
,7650.17,8636.24,9493.53,12403.4,26704.7,34354.8,11033.5,7130.84,7570.03,8110.58,8513.29,7460.58
,7651.98,8641.08,9494.13,12404.8,26745.4,34378.2,11056.9,7147.21,7596.11,8115.03,8516.9,7465.2
,7658.82,8641.39,9495.68,12418,26748.7,34426.3,11092.9,7150.14,7596.39,8118.04,8520.93,7467.63
,7659.47,8641.88,9498.09,12430.6,26792.1,34461.9,11122.3,7152.93,7608.22,8123.14,8523.18,7476.39
,7666.74,8643.86,9510.71,12460.4,26820.5,34486.8,11134.3,7154.71,7612.96,8129,8525.06,7478.28
,7670.95,8654.03,9517.73,12478.9,26840,34541.7,11155.5,7159.2,7613.13,8130.02,8529.25,7485.51
,7677.58,8657.15,9521.77,12482.8,26855.3,34634.8,11156.8,7161.72,7627.66,8137.02,8534.04,7489.24
,7678.32,8665.29,9542.33,12500.5,26910.1,34700.1,11160.1,7167.46,7633.09,8140.26,8536.61,7490.38
,7680.42,8666.54,9545.78,12503.1,26961,34700.5,11164.5,7181.25,7646.07,8144.2,8540.67,7490.68
,7686.24,8673.38,9546.05,12504.3,26961.4,34777.6,11172.2,7189.97,7651.65,8145.51,8540.7,7491.65
,7688.88,8679.7,9547.95,12523.9,27023.2,34819,11177.3,7192.43,7660.67,8145.91,8541.87,7494.1
,7689.15,8690.25,9551.13,12531.7,27032,34826.3,11190.3,7212.4,7661.54,8147.43,8545.69,7497.56
,7695.47,8697.73,9555.29,12537.3,27062.5,34836.3,11193.2,7217.69,7668.6,8150.63,8556.12,7498.56
,7708.79,8698.64,9561.73,12564.8,27124.2,34850.5,11210,7229.57,7671.97,8154.71,8557.39,7506.84
,7710.27,8704.67,9565.87,12571.2,27176,34851.6,11211.4,7231.63,7674.69,8160.14,8559.78,7507.68
,7711.86,8709.96,9571.05,12577.5,27259.1,34863.3,11216.6,7233.52,7675.79,8161.19,8574.18,7508.18
,7718.34,8711.49,9581.85,12583.1,27267.4,34884.8,11220.2,7233.79,7675.94,8162.36,8579.32,7514.21
,7724.61,8712.6,9586.95,12585.6,27320.5,34914.2,11244,7240.93,7678.04,8162.51,8580.29,7517.22
,7730.93,8714.86,9587.12,12588.8,27448.2,34969.2,11245.6,7251.16,7683.34,8173.42,8580.92,7519.64
,7738.1,8715.08,9595.65,12634.3,27453.7,35025.9,11252.2,7285.05,7687.84,8175.33,8590.67,7520.45
,7753,8721.45,9606.99,12646.9,27459.8,35052.4,11257.6,7285.69,7690.62,8184.4,8595.69,7529.34
,7757.93,8726.36,9610.85,12650.5,27483.6,35076.5,11264,7286.45,7691.12,8186.17,8596.42,7531.58
,7779.08,8727.55,9649.66,12659.7,27487.4,35115.6,11268.7,7290.43,7692.97,8187.33,8598.81,7532.75
,7783.27,8727.58,9655.02,12666,27492.5,35157.6,11280.4,7294.67,7697.54,8198.35,8599.28,7534.35
,7792.49,8727.77,9661.2,12697.6,27532.2,35173.6,11298.1,7296.44,7705.04,8202.55,8613.82,7550.42
,7792.95,8728.74,9662.13,12707.2,27589.9,35206,11314,7298.66,7707.74,8213.73,8630.86,7558.02
,7812.12,8728.93,9665.01,12709.1,27604.7,35255,11316.4,7300.84,7711.58,8215.45,8632.55,7566.12
,7813.71,8738.5,9665.75,12710.7,27633.5,35269,11317.7,7302,7718.59,8216.61,8637,7566.4
,7815.39,8740.32,9669.21,12718,27676.3,35285.8,11337.1,7325.9,7721.21,8224.67,8644.06,7570.26
,7827.13,8744.3,9680.05,12722.5,27724.8,35352.2,11338.6,7326.39,7722.05,8227.98,8644.55,7582.36
,7828.79,8749.29,9687.42,12726.5,27737.3,35354.6,11339.6,7337.72,7723.5,8245.57,8644.94,7586.81
,7831.99,8753.98,9692.93,12739.6,27768.9,35373.4,11354.9,7352.6,7725.68,8247.23,8646.74,7595.83
,7834.31,8764.42,9696.42,12764,27815.9,35376.3,11374.3,7356.74,7731.41,8260.05,8653.11,7597.22
,7851.11,8768.08,9697.44,12768.9,27835.6,35380,11401.3,7365.7,7732.7,8260.47,8660.28,7598.1
,7852.69,8771.58,9707.32,12816.4,27919.9,35385.5,11430.6,7376.01,7735.79,8271.78,8666.31,7598.93
,7860.83,8773.12,9710.36,12836.2,27946.8,35390.5,11437.2,7377.46,7736.37,8279.23,8691.44,7613.67
,7864.83,8773.24,9715.28,12837.8,27983.1,35407.2,11491.2,7389.5,7741.88,8282.28,8691.56,7618.95
,7867.24,8776.05,9715.73,12839,28019.3,35410,11505.9,7391.5,7745.55,8283.66,8695.89,7619.72
,7875.96,8780.85,9717.92,12876.3,28049,35415.3,11511.8,7392.8,7745.7,8285.41,8697.4,7625.67
,7877.4,8786.48,9719.44,12877,28052.2,35470.4,11554.9,7397.82,7751.49,8286.73,8702.03,7631.79
,7883.02,8790.39,9720.7,12907.7,28110.4,35495,11617.7,7402.45,7760.66,8288.96,8706.49,7633.04
,7892.87,8792.47,9731.09,12922.5,28169.1,35505.5,11618.2,7410.36,7765.02,8289.33,8708.26,7633.45
,7894.09,8798.69,9745.34,12929.5,28177.7,35505.6,11622.1,7412.78,7765.35,8300.3,8711.61,7635.74
,7899.95,8799.87,9748.23,12930.6,28202.9,35525,11645,7417.04,7767.91,8304.77,8717.01,7643.1
,7901.87,8803.26,9748.92,12947.1,28213.8,35534.8,11661.4,7419.62,7778.41,8312.6,8718.94,7643.38
,7917.1,8807.65,9752.56,12953,28247.2,35597.8,11668.2,7427.24,7779.23,8313.12,8724,7648.88
,7924.41,8815.87,9760.11,12966.5,28267.6,35631.6,11691.9,7429.96,7781.25,8322.08,8733.97,7655.39
,7927.74,8826.47,9760.42,12979.7,28317.1,35735.8,11729.2,7430.77,7783,8322.54,8741,7662.71
,7930.6,8830.1,9761.86,12989.9,28340.6,35769.6,11754.7,7441.68,7784.45,8326.99,8742.46,7670.84
,7932.88,8838.85,9761.96,12990.1,28429.6,35790.9,11759.4,7443.71,7788.1,8332.18,8744.03,7682.29
,7938.29,8845.54,9763.99,12991.2,28436.5,35799.8,11780.6,7450.57,7790.8,8339.84,8749.01,7684.13
,7967.7,8850.53,9769.33,12994.5,28462.8,35823.7,11815.4,7452.07,7793.05,8342.36,8771.72,7686.66
,7968.6,8853.12,9772.7,12997.4,28494.4,35877.7,11827.7,7459.93,7804.22,8349.3,8774.5,7687.1
,7974.13,8855.11,9778.97,13003.3,28534.4,35896.6,11828.6,7460.72,7836.59,8354.05,8788.76,7687.89
,7974.3,8870.04,9782.65,13014.6,28551.7,35942.2,11830.8,7467.31,7837.25,8355.5,8792.58,7698.42
,7975.29,8871.57,9786.04,13019.5,28552.2,35951.3,11844.4,7474.91,7838.96,8355.97,8795.2,7699.35
,7976.33,8875.14,9789.14,13020.4,28594,35952.2,11853.8,7489.27,7839.69,8358.56,8795.4,7710.73
,7977.13,8878.77,9797.82,13034.9,28630.9,35972.7,11857.7,7504.51,7840.3,8363.9,8796.23,7719.67
,7982.82,8884.33,9804.12,13039.3,28632.7,36007.6,11874.3,7510.1,7841.13,8365.16,8811.46,7720.45
,7987.1,8884.48,9804.85,13040.9,28644,36035.2,11883.6,7517.55,7842.65,8366.76,8829.75,7722.92
,7996.62,8887.42,9811.76,13049.4,28647,36039.3,11930.4,7524.18,7854.53,8367.28,8830.36,7723.71
,7997.44,8897.41,9811.9,13051.1,28677.8,36043.6,11950.2,7530.37,7857.39,8368.09,8838.47,7728.15
,7997.98,8906.52,9812.76,13055.7,28678.2,36071.7,11976.9,7542.29,7876.92,8371.49,8840.48,7735.17
,8010.7,8931.28,9813.54,13056.5,28680.3,36090.7,11978.1,7551.16,7878.4,8373.23,8842.21,7756.08
,8011.48,8931.72,9817.79,13074.1,28725.8,36162,11980.3,7551.84,7881.5,8374.93,8846.81,7761.44
,8017.1,8935.44,9819.37,13074.1,28780.4,36198.8,11988.8,7553.07,7884.67,8378.16,8847.05,7764.47
,8027.58,8941.51,9828.61,13077.9,28785.9,36211.9,11994.8,7555.57,7886.32,8379.75,8849.97,7771.55
,8030.76,8944.72,9840.59,13087.3,28788.5,36271,11999.9,7558.87,7887,8381.44,8852.05,7773.34
,8041.81,8945.54,9843.51,13087.4,28826.4,36279.3,12006.1,7570.83,7887.12,8391.78,8857.21,7773.54
,8045.67,8945.61,9847.52,13088.5,28899.2,36325.9,12008.9,7577.45,7891.77,8394.65,8858.57,7777.06
,8046.34,8957.16,9852.54,13103.7,28913.3,36368.6,12010.2,7584.95,7892.49,8397.86,8871.78,7785.09
,8048.74,8958.26,9854.41,13109.1,28928.8,36397.2,12017.2,7586.76,7894.09,8404.98,8873.44,7787.6
,8048.8,8959.92,9866.12,13111.7,28933.3,36497,12065.2,7586.91,7894.26,8419.17,8881.5,7796.43
,8051.29,8961.86,9868.04,13122.7,28937.3,36538.5,12080.8,7587.35,7904.24,8422.84,8883.88,7815.74
,8055.52,8962.23,9869.17,13123,28948.7,36585.3,12083.7,7590.15,7904.48,8424.47,8892.01,7829.97
,8059.76,8964.43,9873.87,13143,28984.3,36596.5,12107.1,7596.85,7906.6,8434.86,8898.1,7836.16
,8064.76,8965.54,9874.91,13181.8,29004.7,36658.5,12158.7,7627.76,7922.34,8448.12,8907.63,7838.33
,8065.33,8966.83,9884.89,13195.9,29007.1,36713.9,12174.2,7632.42,7927.94,8456.54,8913.91,7843.19
,8065.95,8975.66,9894.5,13207.5,29059,36733.4,12203.4,7656.66,7936.4,8458.99,8925.28,7851.81
,8077.57,8982.01,9897.1,13225.7,29076,36738.4,12206,7695.84,7947.56,8460.14,8925.62,7854.75
,8082.24,8982.61,9900.11,13227.8,29077.9,36769.1,12228.8,7699.47,7954.44,8461.66,8925.91,7855.44
,8083.92,8983.81,9915.9,13250.1,29086.5,36788.2,12242.8,7712.94,7963.71,8472.56,8946.11,7864.15
,8091.89,8996.85,9929.02,13279.5,29095.1,36810.3,12272.8,7731.23,7966.9,8474.16,8946.13,7869.34
,8101.36,9004.29,9944.97,13288,29152,36813.8,12300,7736.29,7967.08,8480.83,8965.06,7870.5
,8101.59,9005.03,9947.02,13289.6,29176.1,36824.7,12300.8,7748.62,7969.01,8490.08,8967.22,7874.19
,8102.1,9005.2,9948.9,13352.4,29182.2,36853.3,12311.1,7771.86,7973.6,8494.67,8989.26,7881.29
,8102.78,9015.08,9961.7,13370.9,29192.1,36917.3,12323.9,7789.04,7979.05,8498.89,8990.21,7893.32
,8107.12,9027.93,9967.84,13407.3,29246.8,36960.2,12333.7,7795.69,7979.51,8499.42,8999.36,7896.75
,8107.59,9047.4,9974.97,13427.3,29253.1,36975.1,12339.2,7801.16,7982.16,8501.13,9002.95,7902.44
,8112.25,9052.4,9975.13,13438.7,29306.9,36999.4,12416.7,7807.18,7992.67,8504.15,9007.35,7906.22
,8132.18,9058.33,9987.86,13460,29309,37020.8,12451.3,7816.41,7993.77,8505.82,9008.83,7922.6
,8137.46,9060.51,9989.18,13468.2,29312.8,37039.2,12455.4,7823.84,8014.64,8509.56,9009.33,7932.89
,8144.71,9060.53,9991.18,13469.8,29349.7,37042.9,12459.2,7824.61,8021.18,8511.72,9014.06,7939.64
,8145.84,9061.4,9992.41,13472.3,29362.4,37124.5,12461.9,7825.17,8028.04,8514.35,9016.49,7941.17
,8147.94,9068.25,9993.69,13473.8,29376.9,37164.4,12466.6,7825.64,8028.57,8524.13,9022.91,7945.98
,8148.09,9068.79,9996.24,13474.5,29425.2,37180.3,12483.1,7829.06,8029.36,8527.25,9028.23,7946.69
,8149.61,9077.31,10032.2,13479.1,29427.1,37222.2,12504,7838.61,8032.27,8533.72,9030.5,7960.89
,8150.96,9089.15,10036.3,13480.8,29428.9,37238.9,12504.6,7840.42,8033.67,8535.47,9031.09,7965.07
,8154.21,9099.08,10036.8,13483.4,29459,37264.2,12526.1,7842.06,8042.68,8539.39,9040.22,7968.17
,8160.93,9104.34,10041.9,13493,29473.2,37298.7,12536.5,7848.49,8049.3,8542.08,9042.83,7968.81
,8168.81,9104.84,10055.2,13497,29516.3,37299.7,12558.8,7849.21,8049.67,8543.19,9044.01,7976.01
,8181.43,9107.86,10062.8,13519.9,29521.5,37328.4,12561.2,7858.15,8052.06,8543.62,9045.75,7981.62
,8188.33,9108.08,10071.4,13529.9,29544,37329,12566,7858.56,8053.68,8543.89,9058.55,7999.21
,8203.79,9111.3,10080.5,13530.9,29546.1,37341.4,12566.4,7864.54,8055.69,8546.91,9089.67,8002.77
,8206.22,9112.4,10094.1,13536.6,29588.8,37386.1,12608.4,7870.44,8055.99,8550.32,9092.23,8007.07
,8207.91,9114.35,10099.4,13553,29626.8,37393.5,12627,7871.31,8063.83,8551.89,9092.75,8009.03
,8211.27,9117.8,10099.5,13558.7,29668.3,37402.7,12639.4,7877.09,8079.71,8560.31,9096.26,8019.77
,8213.92,9125.35,10103.8,13562.4,29671.8,37413.6,12664.4,7887.18,8080.05,8560.49,9115.67,8030.54
,8213.94,9129.99,10118.6,13575.3,29702.9,37429,12669.8,7900.21,8086.45,8560.59,9130.57,8043.32
,8220.07,9131.11,10119.5,13594.4,29707.6,37449.6,12699.7,7903.22,8089.36,8585.85,9133.2,8046.02
,8220.48,9144.97,10121.5,13594.9,29719.7,37553.7,12735.5,7904.67,8092.44,8589.55,9134.68,8048.99
,8225.8,9145.22,10129,13595.2,29746.3,37563.1,12750.2,7937.59,8095.47,8593.29,9143.39,8059.64
,8241.49,9146.26,10134,13599.7,29774.5,37564.9,12789.2,7938.91,8109.59,8598.18,9146.2,8060.54
,8249.81,9151.92,10138.4,13627.1,29806.3,37600.8,12801.8,7941.03,8122.5,8607.28,9148.5,8060.94
,8250.35,9152.16,10146.3,13655.5,29826.5,37623.9,12802.7,7944.47,8124.96,8611.1,9149.17,8061
,8260.49,9157.95,10149.7,13669.5,29916.2,37676.8,12812.4,7952.92,8125.8,8616.94,9152.7,8062.91
,8260.8,9167.91,10152.1,13675.5,29944.7,37754.3,12929.3,7967.02,8126.77,8619.13,9158.91,8064.63
,8267.1,9170.28,10152.6,13704.8,29972.1,37787.9,12929.4,7976.97,8140.25,8619.65,9165.46,8068.73
,8268.67,9172.17,10157.6,13719.9,29977.4,37824.4,12948.7,7979.25,8155.82,8634.44,9165.67,8070.01
,8271.51,9185.7,10159.4,13735.5,30068.5,37863,12990.1,7984.55,8156.37,8635.3,9167.81,8088.34
,8275.22,9190.46,10161.3,13740.9,30095.1,37895.4,13001.7,7993.65,8161.35,8649.53,9172.23,8089.51
,8281.23,9196.37,10174.8,13767.2,30114.6,37911.9,13026.6,8000.65,8185.16,8654.24,9176.35,8102.05
,8291.1,9199.41,10175.7,13802.1,30146.2,37978.7,13048.5,8002.66,8187.23,8656.33,9180.66,8128.49
,8299.4,9200.53,10176.3,13807.1,30165.4,38009.5,13058.6,8003.71,8187.54,8663.95,9181.39,8130.55
,8313.2,9207,10194.8,13847.7,30182.5,38064.3,13066.3,8005.59,8188.22,8667.44,9183.8,8138.44
,8313.96,9208.63,10197.9,13850.1,30184.9,38120.5,13090.2,8023.48,8188.27,8672.08,9186.65,8138.71
,8318.28,9211.92,10198.2,13859.1,30187.2,38274.2,13126.9,8028.49,8195.03,8686.91,9191.19,8152.16
,8319.94,9221.72,10205.2,13872.2,30222.8,38308.7,13136.5,8048.69,8204.05,8691.73,9198.77,8155.59
,8320.43,9226.18,10209.7,13885.7,30270.4,38312.2,13138.6,8051.73,8206.1,8695.69,9202.08,8157.12
,8325.36,9229.59,10211.3,13921.6,30304.9,38342.2,13146.5,8055.25,8208.28,8696.58,9206.74,8158.11
,8340.74,9229.68,10217.5,13923,30320.2,38344.9,13178.1,8061.55,8213.09,8699.6,9209.02,8165.85
,8340.94,9243.68,10221.8,13941.5,30344.9,38381.1,13179.8,8090.68,8214.4,8705.25,9210.4,8192.06
,8341.97,9244.75,10225.5,13967.9,30346.2,38396.6,13205.6,8096.17,8235.82,8709.43,9211.18,8195.33
,8345.12,9247.76,10236.3,13985.1,30354.8,38407.4,13209.5,8101.84,8236.47,8713.65,9215.95,8201.12
,8345.9,9251.14,10280.2,13994.7,30374.7,38412.2,13211.2,8102.37,8238.85,8721.31,9218.45,8207.53
,8347.06,9251.47,10313.4,13998.5,30390.4,38450.1,13228.9,8113.54,8242.09,8722.54,9225.56,8207.93
,8347.11,9259.96,10314.5,13999.5,30410.3,38509.2,13258.9,8121.67,8258.24,8726.29,9230.62,8209.48
,8354.24,9262.11,10316.7,14001,30429.2,38568.6,13267.9,8127.45,8264.83,8730.15,9245.21,8210.88
,8357.94,9263.95,10320.6,14014.8,30435.2,38604.1,13299.5,8130.72,8265.83,8732.47,9251.32,8216.19
,8360.35,9273,10320.9,14016.6,30439,38615.7,13309.8,8137.89,8268.34,8735.91,9269.79,8217.46
,8361.13,9276.21,10325,14042.2,30445.4,38618.2,13312.6,8148.92,8272.83,8747.23,9269.99,8218.48
,8363.79,9279.92,10333.2,14215.2,30466.2,38671.8,13334.2,8156.64,8282.21,8765.91,9271.9,8220.11
,8382.07,9304,10333.6,14219.7,30466.8,38673.3,13341.3,8184,8283.99,8767,9272.06,8227.01
,8388.11,9307.52,10340.1,14247.3,30481.4,38677.6,13343.1,8193.78,8312.65,8772.93,9276.14,8236.07
,8388.41,9324.5,10344.4,14279.7,30563.2,38779.8,13396.4,8199.22,8317.74,8774.85,9282.57,8240.93
,8391.62,9337,10345,14320.2,30579.8,38805.7,13414.2,8201.19,8323.71,8775.48,9284.53,8241.39
,8394.8,9340.07,10349.9,14334,30617.7,38873.6,13417.9,8213.51,8328.31,8777.16,9285.33,8243.33
,8397.11,9347.09,10356.4,14411.6,30632.6,38897.7,13471.3,8221.35,8328.83,8781.83,9294.61,8244.07
,8399.59,9356.68,10356.7,14417.9,30712.1,38927,13501.8,8246.54,8338.88,8793.44,9298.65,8244.39
,8409.1,9357.14,10357,14422.8,30725.2,39010.3,13538.1,8249.92,8341.25,8798.82,9303.51,8283.57
,8411.6,9364.83,10357.2,14446.4,30803.7,39012.6,13551.7,8273.61,8342.34,8799.47,9308.7,8290.62
,8426.75,9377.23,10360.5,14448,30806.9,39023.5,13560.1,8282.15,8342.71,8802.8,9311.76,8291.21
,8428.55,9379.23,10364.4,14455.1,30830.4,39039.2,13561.1,8283.41,8344.93,8809.44,9315.33,8302.2
,8437.25,9384.04,10372.8,14465.9,30909.4,39068.4,13567,8287.94,8358.35,8816.17,9319.86,8303.3
,8444.22,9387.65,10377.8,14475.9,30950.9,39145.4,13588.5,8288.68,8358.75,8819.38,9320.96,8308.78
,8446.26,9397.51,10379.7,14478.1,30975.7,39197.5,13649.9,8290.44,8370.9,8829.12,9322.63,8327.7
,8448.35,9406.32,10389.2,14479.8,31054.6,39362.1,13662.4,8315.08,8375.2,8832.47,9325.39,8329.75
,8459.03,9407.98,10390.9,14499,31059,39382.7,13735.8,8331.73,8376.58,8836.55,9336.35,8332.14
,8459.15,9407.99,10413.5,14507.1,31061,39393.1,13742.2,8345.49,8377.5,8844.55,9342.84,8336.3
,8460.07,9410.36,10414.3,14516.6,31199.5,39424.3,13749.6,8359.89,8379.53,8847.97,9350.07,8343.01
,8465.13,9411.29,10419.6,14527.7,31203.5,39428.6,13772.6,8361.94,8381.26,8857.56,9356.25,8346.44
,8469.1,9417.01,10422.2,14530.9,31294.3,39446.4,13801.1,8367.2,8382.86,8858.9,9356.59,8365.21
,8469.28,9420.67,10424.2,14622,31297,39483.1,13803.4,8379.52,8384.36,8858.95,9358.45,8375.75
,8471.28,9421.77,10433,14622.4,31317.7,39523.7,13808.5,8380.15,8396.44,8860.71,9362.83,8385.16
,8479.56,9429.44,10439.5,14623,31327,39561.3,13808.9,8389.13,8399.01,8865.92,9373.95,8389.05
,8487.58,9438.56,10452.7,14645.7,31336.5,39635.6,13813.1,8401.29,8403.76,8869.65,9384.25,8389.48
,8514.69,9448.63,10461.2,14666.9,31362.2,39646.7,13878.3,8409,8409.05,8896.27,9390.3,8395.78
,8517.78,9455.82,10466.9,14705.2,31376.1,39649.5,13881,8416.68,8410.99,8896.31,9394.9,8397.07
,8519.18,9456.14,10472,14725.9,31380.6,39675.2,13888.3,8417.15,8421.96,8908.16,9399.1,8398.15
,8519.47,9472.49,10475.7,14740.7,31414.7,39684.1,13923.5,8423.47,8424.58,8910.18,9404.58,8398.7
,8525.07,9472.69,10482.6,14750.2,31420,39694.5,13938.6,8425.54,8426.69,8912.02,9414.01,8399.1
,8529.67,9478.11,10500,14770.4,31429.6,39727,13981.1,8426.58,8430.38,8913.91,9420.17,8403.54
,8543.55,9479.34,10500.3,14782.6,31533,39744.1,13983.5,8437.1,8431.77,8916.6,9432.71,8405.05
,8547.75,9490.14,10505.5,14817.1,31546.6,39794.6,13985.1,8437.55,8434.09,8919.71,9448.1,8406.62
,8554.49,9491.48,10507.8,14844,31624.9,39875.5,14012.1,8438.74,8440.4,8925.11,9458.23,8407.17
,8557.69,9493.26,10512.7,14846.5,31667.3,40027,14020.6,8439.04,8440.46,8925.78,9458.49,8407.21
,8557.88,9494.81,10515.3,14872.1,31689.1,40052.9,14022.6,8460.94,8455.52,8928.32,9465.43,8411.13
,8560.06,9500.87,10522.1,14872.2,31711.6,40087.2,14104.5,8463.42,8455.76,8934.05,9470.49,8411.25
,8563.35,9507.92,10522.7,14894.2,31725.1,40092.4,14146.3,8469.27,8460.25,8936.87,9471.76,8415.07
,8587.3,9526.5,10530.7,14898.7,31751,40095,14164.4,8469.56,8463.92,8937.58,9472.08,8444.63
,8594.63,9529.86,10531.4,14902.4,31815.8,40162.3,14202.6,8472.38,8466.88,8955.42,9473.81,8457.19
,8596.17,9530.6,10581.7,14916.5,31911.4,40173,14248.1,8482.99,8467.26,8959.98,9483.72,8465.47
,8603.73,9536.07,10598.8,14932.2,31945.8,40231.9,14310.9,8484.3,8468.42,8969.79,9485.27,8467.94
,8606.14,9544.13,10599.8,14935.9,31991.3,40233.7,14320.5,8494.33,8468.47,8975.36,9493.75,8470.93
,8608.64,9555.47,10608.8,14942.8,32085.2,40244.8,14321.3,8504.5,8468.67,8981.58,9502.66,8477.64
,8610.14,9558.88,10625.9,14945.6,32159.2,40313.3,14324,8522.18,8468.77,8984.91,9509.41,8483.38
,8615.09,9568.26,10629.2,14987.3,32163.3,40373.4,14360.9,8529.48,8491.42,8988.46,9519.37,8489.64
,8620.92,9568.62,10645.4,15006.1,32182.7,40408.5,14365.3,8542.09,8502.08,9006.35,9526.4,8502.33
,8622.63,9579.52,10658.2,15007.3,32190.6,40414,14371.2,8542.95,8504.56,9008.76,9526.52,8513.51
,8625.03,9579.77,10661.9,15040.2,32217,40420.8,14374.2,8550.77,8521.75,9014.76,9535.32,8516.27
,8625.35,9588.76,10662,15065.1,32228.9,40426.9,14389.5,8559.21,8522.49,9020.19,9536,8517.36
,8628.06,9601.13,10662.3,15070.2,32236.5,40467.2,14421.7,8564.17,8543.66,9025.99,9540.91,8519.42
,8629.46,9610.77,10663,15075.3,32276.8,40482.6,14442.4,8576.24,8554.56,9042.1,9541.02,8519.99
,8631.35,9624.71,10664.5,15075.5,32277.3,40492.4,14457.4,8580.86,8559.02,9042.44,9551.61,8522.6
,8647.48,9625.77,10676.8,15083.8,32325.3,40545.3,14461.8,8583.4,8564.44,9048.92,9554.43,8524.36
,8655.08,9626.71,10693.1,15117,32411.9,40665.5,14462.3,8590.54,8576.61,9052.67,9554.9,8531.41
,8662.4,9630.47,10695.3,15123.3,32490.2,40684.9,14466.9,8597.72,8589.57,9057.14,9561.19,8531.97
,8664.55,9632.48,10695.4,15136.9,32519.3,40692.6,14468.8,8620.53,8599.82,9061.33,9561.26,8537.95
,8666.42,9634.76,10698.4,15154.4,32561.3,40694.1,14471.9,8636.92,8608.5,9069.33,9562.59,8539.67
,8671.58,9639.45,10698.5,15168.5,32593.5,40731.2,14482.2,8651.19,8619.58,9070.16,9565.7,8542.68
,8674.13,9648.7,10704,15205.3,32603,40743.7,14487.8,8682.42,8620.33,9072.83,9572.34,8550.26
,8689.55,9650.59,10715.4,15211.2,32614,40823.3,14494.3,8686.5,8624.98,9073.46,9575.29,8555.79
,8697.8,9660.58,10716,15218.8,32631.7,40864.1,14509.4,8692.91,8634.63,9079.02,9576.1,8556.08
,8701.23,9683.38,10717.1,15236.3,32641.3,40876.8,14518.7,8694.74,8646.23,9088.46,9577.72,8559.55
,8702.3,9699.72,10722.6,15273.1,32662.9,40911.6,14525.4,8703.88,8657.26,9094.63,9577.86,8569.95
,8705.37,9712.59,10731.2,15284.7,32668.7,40957.2,14538.9,8707.42,8667.52,9095.65,9584.67,8572.58
,8706.59,9735.76,10735.9,15293.1,32700.9,40975.3,14651.4,8707.52,8686.7,9099.72,9585.32,8574.84
,8709.1,9741.61,10754.1,15296.6,32709.4,41003.7,14689.8,8711.45,8702.01,9110.19,9596.5,8579.64
